id,threads,time,n,O3,OpenMP,source
gemmrn7o359lclbbv7ew,1,0.17715,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.176383,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.173394,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.172107,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.174283,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.170031,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.166934,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.172586,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.178226,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.178273,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.169123,1030,1,0,gemm
gemmrn7o359lclbbv7ew,2,0.166382,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.169635,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.175951,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.172259,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.173877,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.177261,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.177337,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.176581,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.177846,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.183218,1030,1,0,gemm
gemmrn7o359lclbbv7ew,3,0.175441,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.173666,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.172077,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.174732,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.177927,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.167489,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.170424,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.176332,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.180234,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.170252,1030,1,0,gemm
gemmrn7o359lclbbv7ew,4,0.174186,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.179107,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.174696,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.176454,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.168274,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.169809,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.165576,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.170989,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.163985,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.167568,1030,1,0,gemm
gemmrn7o359lclbbv7ew,5,0.169623,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.171755,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.164915,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.173343,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.16623,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.17643,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.177177,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.172037,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.173201,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.170588,1030,1,0,gemm
gemmrn7o359lclbbv7ew,6,0.174389,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.173604,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.172964,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.180063,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.17036,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.171615,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.17737,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.174385,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.178625,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.165186,1030,1,0,gemm
gemmrn7o359lclbbv7ew,7,0.174071,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.17011,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.171846,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.165181,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.174505,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.173635,1030,1,0,gemm
gemmrn7o359lclbbv7ew,8,0.175809,1030,1,0,gemm
